Year of Year Date,Adjusted for Inflation Notes,Adjusted for Inflation Title,Format,Metric,Year,Change vs. Prior Year Designation,Change vs. Prior Year,Format Value # (Billion),Format Value # (Million),Max Date,Min Date,Total Value # (Billion),Total Value # (Million),Year change text,Adjusted for Inflation Flag,Total Value For Year,Year Date,% Difference in Value (Actual),% of Total Value (Actual),Value (Actual),Value (For Charting),Year (copy)
2008,,,Cassette Single,Value,1995,,,,,1995,1995,,,,,,,,,,,
2007,,,Cassette Single,Value,1995,,,,,1995,1995,,,,,,,,,,,
2006,,,Cassette Single,Value,1995,,,,,1995,1995,,,,,,,,,,,
2005,,,Cassette Single,Value,1995,,,,,1995,1995,,,,,,,,,,,
2004,,,Cassette Single,Value,1995,,,,,1995,1995,,,,,,,,,,,
2003,,,Cassette Single,Value,1995,,,,,1995,1995,,,,,,,,,,,
2002,,,Cassette Single,Value,1995,,,,,1995,1995,,,,,,,,,,,
2001,,,Cassette Single,Value,1995,,,,,1995,1995,,,,,,,,,,,
2000,,,Cassette Single,Value,1995,,,,,1995,1995,,,,,,,,,,,
1999,,,Cassette Single,Value,1995,,,,,1995,1995,,,,,,,,,,,
1998,,,Cassette Single,Value,1995,,,,,1995,1995,,,,,,,,,,,
1997,,,Cassette Single,Value,1995,,,,,1995,1995,,,,,,,,,,,
1996,,,Cassette Single,Value,1995,a decrease of,-100.0%,,,1995,1995,,,(a decrease of of -100.0% vs. the prior year),,,,-100%,,,,
1995,,,Cassette Single,Value,1995,,,,$236.3M,1995,1995,$12.3B,,,,$12320.3B,1995,,1.917972777%,236.3,236.3,1995
1994,,,Cassette Single,Value,1995,,,,,1995,1995,,,,,,,,,,,
1993,,,Cassette Single,Value,1995,,,,,1995,1995,,,,,,,,,,,
1992,,,Cassette Single,Value,1995,,,,,1995,1995,,,,,,,,,,,
1991,,,Cassette Single,Value,1995,,,,,1995,1995,,,,,,,,,,,
1990,,,Cassette Single,Value,1995,,,,,1995,1995,,,,,,,,,,,
1989,,,Cassette Single,Value,1995,,,,,1995,1995,,,,,,,,,,,
1988,,,Cassette Single,Value,1995,,,,,1995,1995,,,,,,,,,,,
1987,,,Cassette Single,Value,1995,,,,,1995,1995,,,,,,,,,,,
1986,,,Cassette Single,Value,1995,,,,,1995,1995,,,,,,,,,,,
1985,,,Cassette Single,Value,1995,,,,,1995,1995,,,,,,,,,,,
1984,,,Cassette Single,Value,1995,,,,,1995,1995,,,,,,,,,,,
1983,,,Cassette Single,Value,1995,,,,,1995,1995,,,,,,,,,,,
1982,,,Cassette Single,Value,1995,,,,,1995,1995,,,,,,,,,,,
1981,,,Cassette Single,Value,1995,,,,,1995,1995,,,,,,,,,,,
1980,,,Cassette Single,Value,1995,,,,,1995,1995,,,,,,,,,,,
1979,,,Cassette Single,Value,1995,,,,,1995,1995,,,,,,,,,,,
1978,,,Cassette Single,Value,1995,,,,,1995,1995,,,,,,,,,,,
1977,,,Cassette Single,Value,1995,,,,,1995,1995,,,,,,,,,,,
1976,,,Cassette Single,Value,1995,,,,,1995,1995,,,,,,,,,,,
1975,,,Cassette Single,Value,1995,,,,,1995,1995,,,,,,,,,,,
1974,,,Cassette Single,Value,1995,,,,,1995,1995,,,,,,,,,,,
1973,,,Cassette Single,Value,1995,,,,,1995,1995,,,,,,,,,,,
2020,,,Cassette Single,Value,1994,,,,,1994,1994,,,,,,,,,,,
2019,,,Cassette Single,Value,1994,,,,,1994,1994,,,,,,,,,,,
2018,,,Cassette Single,Value,1994,,,,,1994,1994,,,,,,,,,,,
2017,,,Cassette Single,Value,1994,,,,,1994,1994,,,,,,,,,,,
2016,,,Cassette Single,Value,1994,,,,,1994,1994,,,,,,,,,,,
2015,,,Cassette Single,Value,1994,,,,,1994,1994,,,,,,,,,,,
2014,,,Cassette Single,Value,1994,,,,,1994,1994,,,,,,,,,,,
2013,,,Cassette Single,Value,1994,,,,,1994,1994,,,,,,,,,,,
2012,,,Cassette Single,Value,1994,,,,,1994,1994,,,,,,,,,,,
2011,,,Cassette Single,Value,1994,,,,,1994,1994,,,,,,,,,,,
2010,,,Cassette Single,Value,1994,,,,,1994,1994,,,,,,,,,,,
2009,,,Cassette Single,Value,1994,,,,,1994,1994,,,,,,,,,,,
2008,,,Cassette Single,Value,1994,,,,,1994,1994,,,,,,,,,,,
2007,,,Cassette Single,Value,1994,,,,,1994,1994,,,,,,,,,,,
2006,,,Cassette Single,Value,1994,,,,,1994,1994,,,,,,,,,,,
2005,,,Cassette Single,Value,1994,,,,,1994,1994,,,,,,,,,,,
2004,,,Cassette Single,Value,1994,,,,,1994,1994,,,,,,,,,,,
2003,,,Cassette Single,Value,1994,,,,,1994,1994,,,,,,,,,,,
2002,,,Cassette Single,Value,1994,,,,,1994,1994,,,,,,,,,,,
2001,,,Cassette Single,Value,1994,,,,,1994,1994,,,,,,,,,,,
2000,,,Cassette Single,Value,1994,,,,,1994,1994,,,,,,,,,,,
1999,,,Cassette Single,Value,1994,,,,,1994,1994,,,,,,,,,,,
1998,,,Cassette Single,Value,1994,,,,,1994,1994,,,,,,,,,,,
1997,,,Cassette Single,Value,1994,,,,,1994,1994,,,,,,,,,,,
1996,,,Cassette Single,Value,1994,,,,,1994,1994,,,,,,,,,,,
1995,,,Cassette Single,Value,1994,a decrease of,-100.0%,,,1994,1994,,,(a decrease of of -100.0% vs. the prior year),,,,-100%,,,,
1994,,,Cassette Single,Value,1994,,,,$274.9M,1994,1994,$12.1B,,,,$12068.0B,1994,,2.277925091%,274.9,274.9,1994
1993,,,Cassette Single,Value,1994,,,,,1994,1994,,,,,,,,,,,
1992,,,Cassette Single,Value,1994,,,,,1994,1994,,,,,,,,,,,
1991,,,Cassette Single,Value,1994,,,,,1994,1994,,,,,,,,,,,
1990,,,Cassette Single,Value,1994,,,,,1994,1994,,,,,,,,,,,
1989,,,Cassette Single,Value,1994,,,,,1994,1994,,,,,,,,,,,
1988,,,Cassette Single,Value,1994,,,,,1994,1994,,,,,,,,,,,
1987,,,Cassette Single,Value,1994,,,,,1994,1994,,,,,,,,,,,
1986,,,Cassette Single,Value,1994,,,,,1994,1994,,,,,,,,,,,
1985,,,Cassette Single,Value,1994,,,,,1994,1994,,,,,,,,,,,
1984,,,Cassette Single,Value,1994,,,,,1994,1994,,,,,,,,,,,
1983,,,Cassette Single,Value,1994,,,,,1994,1994,,,,,,,,,,,
1982,,,Cassette Single,Value,1994,,,,,1994,1994,,,,,,,,,,,
1981,,,Cassette Single,Value,1994,,,,,1994,1994,,,,,,,,,,,
1980,,,Cassette Single,Value,1994,,,,,1994,1994,,,,,,,,,,,
1979,,,Cassette Single,Value,1994,,,,,1994,1994,,,,,,,,,,,
1978,,,Cassette Single,Value,1994,,,,,1994,1994,,,,,,,,,,,
1977,,,Cassette Single,Value,1994,,,,,1994,1994,,,,,,,,,,,
1976,,,Cassette Single,Value,1994,,,,,1994,1994,,,,,,,,,,,
1975,,,Cassette Single,Value,1994,,,,,1994,1994,,,,,,,,,,,
1974,,,Cassette Single,Value,1994,,,,,1994,1994,,,,,,,,,,,
1973,,,Cassette Single,Value,1994,,,,,1994,1994,,,,,,,,,,,
2020,,,Cassette Single,Value,1993,,,,,1993,1993,,,,,,,,,,,
2019,,,Cassette Single,Value,1993,,,,,1993,1993,,,,,,,,,,,
2018,,,Cassette Single,Value,1993,,,,,1993,1993,,,,,,,,,,,
2017,,,Cassette Single,Value,1993,,,,,1993,1993,,,,,,,,,,,
2016,,,Cassette Single,Value,1993,,,,,1993,1993,,,,,,,,,,,
2015,,,Cassette Single,Value,1993,,,,,1993,1993,,,,,,,,,,,
2014,,,Cassette Single,Value,1993,,,,,1993,1993,,,,,,,,,,,
2013,,,Cassette Single,Value,1993,,,,,1993,1993,,,,,,,,,,,
2012,,,Cassette Single,Value,1993,,,,,1993,1993,,,,,,,,,,,
2011,,,Cassette Single,Value,1993,,,,,1993,1993,,,,,,,,,,,
2010,,,Cassette Single,Value,1993,,,,,1993,1993,,,,,,,,,,,
2009,,,Cassette Single,Value,1993,,,,,1993,1993,,,,,,,,,,,
2008,,,Cassette Single,Value,1993,,,,,1993,1993,,,,,,,,,,,
2007,,,Cassette Single,Value,1993,,,,,1993,1993,,,,,,,,,,,
2006,,,Cassette Single,Value,1993,,,,,1993,1993,,,,,,,,,,,
2005,,,Cassette Single,Value,1993,,,,,1993,1993,,,,,,,,,,,
2004,,,Cassette Single,Value,1993,,,,,1993,1993,,,,,,,,,,,
2003,,,Cassette Single,Value,1993,,,,,1993,1993,,,,,,,,,,,
2002,,,Cassette Single,Value,1993,,,,,1993,1993,,,,,,,,,,,
2001,,,Cassette Single,Value,1993,,,,,1993,1993,,,,,,,,,,,
2000,,,Cassette Single,Value,1993,,,,,1993,1993,,,,,,,,,,,
1999,,,Cassette Single,Value,1993,,,,,1993,1993,,,,,,,,,,,
1998,,,Cassette Single,Value,1993,,,,,1993,1993,,,,,,,,,,,
1997,,,Cassette Single,Value,1993,,,,,1993,1993,,,,,,,,,,,
1996,,,Cassette Single,Value,1993,,,,,1993,1993,,,,,,,,,,,
1995,,,Cassette Single,Value,1993,,,,,1993,1993,,,,,,,,,,,
1994,,,Cassette Single,Value,1993,a decrease of,-100.0%,,,1993,1993,,,(a decrease of of -100.0% vs. the prior year),,,,-100%,,,,
1993,,,Cassette Single,Value,1993,,,,$298.5M,1993,1993,$10.0B,,,,$10046.6B,1993,,2.971154420%,298.5,298.5,1993
1992,,,Cassette Single,Value,1993,,,,,1993,1993,,,,,,,,,,,
1991,,,Cassette Single,Value,1993,,,,,1993,1993,,,,,,,,,,,
1990,,,Cassette Single,Value,1993,,,,,1993,1993,,,,,,,,,,,
1989,,,Cassette Single,Value,1993,,,,,1993,1993,,,,,,,,,,,
1988,,,Cassette Single,Value,1993,,,,,1993,1993,,,,,,,,,,,
1987,,,Cassette Single,Value,1993,,,,,1993,1993,,,,,,,,,,,
1986,,,Cassette Single,Value,1993,,,,,1993,1993,,,,,,,,,,,
1985,,,Cassette Single,Value,1993,,,,,1993,1993,,,,,,,,,,,
1984,,,Cassette Single,Value,1993,,,,,1993,1993,,,,,,,,,,,
1983,,,Cassette Single,Value,1993,,,,,1993,1993,,,,,,,,,,,
1982,,,Cassette Single,Value,1993,,,,,1993,1993,,,,,,,,,,,
1981,,,Cassette Single,Value,1993,,,,,1993,1993,,,,,,,,,,,
1980,,,Cassette Single,Value,1993,,,,,1993,1993,,,,,,,,,,,
1979,,,Cassette Single,Value,1993,,,,,1993,1993,,,,,,,,,,,
1978,,,Cassette Single,Value,1993,,,,,1993,1993,,,,,,,,,,,
1977,,,Cassette Single,Value,1993,,,,,1993,1993,,,,,,,,,,,
1976,,,Cassette Single,Value,1993,,,,,1993,1993,,,,,,,,,,,
1975,,,Cassette Single,Value,1993,,,,,1993,1993,,,,,,,,,,,
1974,,,Cassette Single,Value,1993,,,,,1993,1993,,,,,,,,,,,
1973,,,Cassette Single,Value,1993,,,,,1993,1993,,,,,,,,,,,
2020,,,Cassette Single,Value,1992,,,,,1992,1992,,,,,,,,,,,
2019,,,Cassette Single,Value,1992,,,,,1992,1992,,,,,,,,,,,
2018,,,Cassette Single,Value,1992,,,,,1992,1992,,,,,,,,,,,
2017,,,Cassette Single,Value,1992,,,,,1992,1992,,,,,,,,,,,
2016,,,Cassette Single,Value,1992,,,,,1992,1992,,,,,,,,,,,
2015,,,Cassette Single,Value,1992,,,,,1992,1992,,,,,,,,,,,
2014,,,Cassette Single,Value,1992,,,,,1992,1992,,,,,,,,,,,
2013,,,Cassette Single,Value,1992,,,,,1992,1992,,,,,,,,,,,
2012,,,Cassette Single,Value,1992,,,,,1992,1992,,,,,,,,,,,
2011,,,Cassette Single,Value,1992,,,,,1992,1992,,,,,,,,,,,
2010,,,Cassette Single,Value,1992,,,,,1992,1992,,,,,,,,,,,
2009,,,Cassette Single,Value,1992,,,,,1992,1992,,,,,,,,,,,
2008,,,Cassette Single,Value,1992,,,,,1992,1992,,,,,,,,,,,
2007,,,Cassette Single,Value,1992,,,,,1992,1992,,,,,,,,,,,
2006,,,Cassette Single,Value,1992,,,,,1992,1992,,,,,,,,,,,
2005,,,Cassette Single,Value,1992,,,,,1992,1992,,,,,,,,,,,
2004,,,Cassette Single,Value,1992,,,,,1992,1992,,,,,,,,,,,
2003,,,Cassette Single,Value,1992,,,,,1992,1992,,,,,,,,,,,
2002,,,Cassette Single,Value,1992,,,,,1992,1992,,,,,,,,,,,
2001,,,Cassette Single,Value,1992,,,,,1992,1992,,,,,,,,,,,
2000,,,Cassette Single,Value,1992,,,,,1992,1992,,,,,,,,,,,
1999,,,Cassette Single,Value,1992,,,,,1992,1992,,,,,,,,,,,
1998,,,Cassette Single,Value,1992,,,,,1992,1992,,,,,,,,,,,
1997,,,Cassette Single,Value,1992,,,,,1992,1992,,,,,,,,,,,
1996,,,Cassette Single,Value,1992,,,,,1992,1992,,,,,,,,,,,
1995,,,Cassette Single,Value,1992,,,,,1992,1992,,,,,,,,,,,
1994,,,Cassette Single,Value,1992,,,,,1992,1992,,,,,,,,,,,
1993,,,Cassette Single,Value,1992,a decrease of,-100.0%,,,1992,1992,,,(a decrease of of -100.0% vs. the prior year),,,,-100%,,,,
1992,,,Cassette Single,Value,1992,,,,$298.8M,1992,1992,$9.0B,,,,$9024.0B,1992,,3.311170213%,298.8,298.8,1992
1991,,,Cassette Single,Value,1992,,,,,1992,1992,,,,,,,,,,,
1990,,,Cassette Single,Value,1992,,,,,1992,1992,,,,,,,,,,,
1989,,,Cassette Single,Value,1992,,,,,1992,1992,,,,,,,,,,,
1988,,,Cassette Single,Value,1992,,,,,1992,1992,,,,,,,,,,,
1987,,,Cassette Single,Value,1992,,,,,1992,1992,,,,,,,,,,,
1986,,,Cassette Single,Value,1992,,,,,1992,1992,,,,,,,,,,,
1985,,,Cassette Single,Value,1992,,,,,1992,1992,,,,,,,,,,,
1984,,,Cassette Single,Value,1992,,,,,1992,1992,,,,,,,,,,,
1983,,,Cassette Single,Value,1992,,,,,1992,1992,,,,,,,,,,,
1982,,,Cassette Single,Value,1992,,,,,1992,1992,,,,,,,,,,,
1981,,,Cassette Single,Value,1992,,,,,1992,1992,,,,,,,,,,,
1980,,,Cassette Single,Value,1992,,,,,1992,1992,,,,,,,,,,,
1979,,,Cassette Single,Value,1992,,,,,1992,1992,,,,,,,,,,,
1978,,,Cassette Single,Value,1992,,,,,1992,1992,,,,,,,,,,,
1977,,,Cassette Single,Value,1992,,,,,1992,1992,,,,,,,,,,,
1976,,,Cassette Single,Value,1992,,,,,1992,1992,,,,,,,,,,,
1975,,,Cassette Single,Value,1992,,,,,1992,1992,,,,,,,,,,,
1974,,,Cassette Single,Value,1992,,,,,1992,1992,,,,,,,,,,,
1973,,,Cassette Single,Value,1992,,,,,1992,1992,,,,,,,,,,,
2020,,,Cassette Single,Value,1991,,,,,1991,1991,,,,,,,,,,,
2019,,,Cassette Single,Value,1991,,,,,1991,1991,,,,,,,,,,,
2018,,,Cassette Single,Value,1991,,,,,1991,1991,,,,,,,,,,,
2017,,,Cassette Single,Value,1991,,,,,1991,1991,,,,,,,,,,,
2016,,,Cassette Single,Value,1991,,,,,1991,1991,,,,,,,,,,,
2015,,,Cassette Single,Value,1991,,,,,1991,1991,,,,,,,,,,,
2014,,,Cassette Single,Value,1991,,,,,1991,1991,,,,,,,,,,,
2013,,,Cassette Single,Value,1991,,,,,1991,1991,,,,,,,,,,,
2012,,,Cassette Single,Value,1991,,,,,1991,1991,,,,,,,,,,,
2011,,,Cassette Single,Value,1991,,,,,1991,1991,,,,,,,,,,,
2010,,,Cassette Single,Value,1991,,,,,1991,1991,,,,,,,,,,,
2009,,,Cassette Single,Value,1991,,,,,1991,1991,,,,,,,,,,,
2008,,,Cassette Single,Value,1991,,,,,1991,1991,,,,,,,,,,,
2007,,,Cassette Single,Value,1991,,,,,1991,1991,,,,,,,,,,,
2006,,,Cassette Single,Value,1991,,,,,1991,1991,,,,,,,,,,,
2005,,,Cassette Single,Value,1991,,,,,1991,1991,,,,,,,,,,,
2004,,,Cassette Single,Value,1991,,,,,1991,1991,,,,,,,,,,,
2003,,,Cassette Single,Value,1991,,,,,1991,1991,,,,,,,,,,,
2002,,,Cassette Single,Value,1991,,,,,1991,1991,,,,,,,,,,,
2001,,,Cassette Single,Value,1991,,,,,1991,1991,,,,,,,,,,,
2000,,,Cassette Single,Value,1991,,,,,1991,1991,,,,,,,,,,,
1999,,,Cassette Single,Value,1991,,,,,1991,1991,,,,,,,,,,,
1998,,,Cassette Single,Value,1991,,,,,1991,1991,,,,,,,,,,,
1997,,,Cassette Single,Value,1991,,,,,1991,1991,,,,,,,,,,,
1996,,,Cassette Single,Value,1991,,,,,1991,1991,,,,,,,,,,,
1995,,,Cassette Single,Value,1991,,,,,1991,1991,,,,,,,,,,,
1994,,,Cassette Single,Value,1991,,,,,1991,1991,,,,,,,,,,,
1993,,,Cassette Single,Value,1991,,,,,1991,1991,,,,,,,,,,,
1992,,,Cassette Single,Value,1991,a decrease of,-100.0%,,,1991,1991,,,(a decrease of of -100.0% vs. the prior year),,,,-100%,,,,
1991,,,Cassette Single,Value,1991,,,,$230.4M,1991,1991,$7.8B,,,,$7834.2B,1991,,2.940951214%,230.4,230.4,1991
1990,,,Cassette Single,Value,1991,,,,,1991,1991,,,,,,,,,,,
1989,,,Cassette Single,Value,1991,,,,,1991,1991,,,,,,,,,,,
1988,,,Cassette Single,Value,1991,,,,,1991,1991,,,,,,,,,,,
1987,,,Cassette Single,Value,1991,,,,,1991,1991,,,,,,,,,,,
1986,,,Cassette Single,Value,1991,,,,,1991,1991,,,,,,,,,,,
1985,,,Cassette Single,Value,1991,,,,,1991,1991,,,,,,,,,,,
1984,,,Cassette Single,Value,1991,,,,,1991,1991,,,,,,,,,,,
1983,,,Cassette Single,Value,1991,,,,,1991,1991,,,,,,,,,,,
1982,,,Cassette Single,Value,1991,,,,,1991,1991,,,,,,,,,,,
1981,,,Cassette Single,Value,1991,,,,,1991,1991,,,,,,,,,,,
1980,,,Cassette Single,Value,1991,,,,,1991,1991,,,,,,,,,,,
1979,,,Cassette Single,Value,1991,,,,,1991,1991,,,,,,,,,,,
1978,,,Cassette Single,Value,1991,,,,,1991,1991,,,,,,,,,,,
1977,,,Cassette Single,Value,1991,,,,,1991,1991,,,,,,,,,,,
1976,,,Cassette Single,Value,1991,,,,,1991,1991,,,,,,,,,,,
1975,,,Cassette Single,Value,1991,,,,,1991,1991,,,,,,,,,,,
1974,,,Cassette Single,Value,1991,,,,,1991,1991,,,,,,,,,,,
1973,,,Cassette Single,Value,1991,,,,,1991,1991,,,,,,,,,,,
2020,,,Cassette Single,Value,1990,,,,,1990,1990,,,,,,,,,,,
2019,,,Cassette Single,Value,1990,,,,,1990,1990,,,,,,,,,,,
2018,,,Cassette Single,Value,1990,,,,,1990,1990,,,,,,,,,,,
2017,,,Cassette Single,Value,1990,,,,,1990,1990,,,,,,,,,,,
2016,,,Cassette Single,Value,1990,,,,,1990,1990,,,,,,,,,,,
2015,,,Cassette Single,Value,1990,,,,,1990,1990,,,,,,,,,,,
2014,,,Cassette Single,Value,1990,,,,,1990,1990,,,,,,,,,,,
2013,,,Cassette Single,Value,1990,,,,,1990,1990,,,,,,,,,,,
2012,,,Cassette Single,Value,1990,,,,,1990,1990,,,,,,,,,,,
2011,,,Cassette Single,Value,1990,,,,,1990,1990,,,,,,,,,,,
2010,,,Cassette Single,Value,1990,,,,,1990,1990,,,,,,,,,,,
2009,,,Cassette Single,Value,1990,,,,,1990,1990,,,,,,,,,,,
2008,,,Cassette Single,Value,1990,,,,,1990,1990,,,,,,,,,,,
2007,,,Cassette Single,Value,1990,,,,,1990,1990,,,,,,,,,,,
2006,,,Cassette Single,Value,1990,,,,,1990,1990,,,,,,,,,,,
2005,,,Cassette Single,Value,1990,,,,,1990,1990,,,,,,,,,,,
2004,,,Cassette Single,Value,1990,,,,,1990,1990,,,,,,,,,,,
2003,,,Cassette Single,Value,1990,,,,,1990,1990,,,,,,,,,,,
2002,,,Cassette Single,Value,1990,,,,,1990,1990,,,,,,,,,,,
2001,,,Cassette Single,Value,1990,,,,,1990,1990,,,,,,,,,,,
2000,,,Cassette Single,Value,1990,,,,,1990,1990,,,,,,,,,,,
1999,,,Cassette Single,Value,1990,,,,,1990,1990,,,,,,,,,,,
1998,,,Cassette Single,Value,1990,,,,,1990,1990,,,,,,,,,,,
1997,,,Cassette Single,Value,1990,,,,,1990,1990,,,,,,,,,,,
1996,,,Cassette Single,Value,1990,,,,,1990,1990,,,,,,,,,,,
1995,,,Cassette Single,Value,1990,,,,,1990,1990,,,,,,,,,,,
1994,,,Cassette Single,Value,1990,,,,,1990,1990,,,,,,,,,,,
1993,,,Cassette Single,Value,1990,,,,,1990,1990,,,,,,,,,,,
1992,,,Cassette Single,Value,1990,,,,,1990,1990,,,,,,,,,,,
1991,,,Cassette Single,Value,1990,a decrease of,-100.0%,,,1990,1990,,,(a decrease of of -100.0% vs. the prior year),,,,-100%,,,,
1990,,,Cassette Single,Value,1990,,,,$257.9M,1990,1990,$7.5B,,,,$7541.1B,1990,,3.419925475%,257.9,257.9,1990
1989,,,Cassette Single,Value,1990,,,,,1990,1990,,,,,,,,,,,
1988,,,Cassette Single,Value,1990,,,,,1990,1990,,,,,,,,,,,
1987,,,Cassette Single,Value,1990,,,,,1990,1990,,,,,,,,,,,
1986,,,Cassette Single,Value,1990,,,,,1990,1990,,,,,,,,,,,
1985,,,Cassette Single,Value,1990,,,,,1990,1990,,,,,,,,,,,
1984,,,Cassette Single,Value,1990,,,,,1990,1990,,,,,,,,,,,
1983,,,Cassette Single,Value,1990,,,,,1990,1990,,,,,,,,,,,
1982,,,Cassette Single,Value,1990,,,,,1990,1990,,,,,,,,,,,
1981,,,Cassette Single,Value,1990,,,,,1990,1990,,,,,,,,,,,
1980,,,Cassette Single,Value,1990,,,,,1990,1990,,,,,,,,,,,
1979,,,Cassette Single,Value,1990,,,,,1990,1990,,,,,,,,,,,
1978,,,Cassette Single,Value,1990,,,,,1990,1990,,,,,,,,,,,
1977,,,Cassette Single,Value,1990,,,,,1990,1990,,,,,,,,,,,
1976,,,Cassette Single,Value,1990,,,,,1990,1990,,,,,,,,,,,
1975,,,Cassette Single,Value,1990,,,,,1990,1990,,,,,,,,,,,
1974,,,Cassette Single,Value,1990,,,,,1990,1990,,,,,,,,,,,
1973,,,Cassette Single,Value,1990,,,,,1990,1990,,,,,,,,,,,
2020,,,Cassette Single,Value,1989,,,,,1989,1989,,,,,,,,,,,
2019,,,Cassette Single,Value,1989,,,,,1989,1989,,,,,,,,,,,
2018,,,Cassette Single,Value,1989,,,,,1989,1989,,,,,,,,,,,
2017,,,Cassette Single,Value,1989,,,,,1989,1989,,,,,,,,,,,
2016,,,Cassette Single,Value,1989,,,,,1989,1989,,,,,,,,,,,
2015,,,Cassette Single,Value,1989,,,,,1989,1989,,,,,,,,,,,
2014,,,Cassette Single,Value,1989,,,,,1989,1989,,,,,,,,,,,
2013,,,Cassette Single,Value,1989,,,,,1989,1989,,,,,,,,,,,
2012,,,Cassette Single,Value,1989,,,,,1989,1989,,,,,,,,,,,
2011,,,Cassette Single,Value,1989,,,,,1989,1989,,,,,,,,,,,
2010,,,Cassette Single,Value,1989,,,,,1989,1989,,,,,,,,,,,
2009,,,Cassette Single,Value,1989,,,,,1989,1989,,,,,,,,,,,
2008,,,Cassette Single,Value,1989,,,,,1989,1989,,,,,,,,,,,
2007,,,Cassette Single,Value,1989,,,,,1989,1989,,,,,,,,,,,
2006,,,Cassette Single,Value,1989,,,,,1989,1989,,,,,,,,,,,
2005,,,Cassette Single,Value,1989,,,,,1989,1989,,,,,,,,,,,
2004,,,Cassette Single,Value,1989,,,,,1989,1989,,,,,,,,,,,
2003,,,Cassette Single,Value,1989,,,,,1989,1989,,,,,,,,,,,
2002,,,Cassette Single,Value,1989,,,,,1989,1989,,,,,,,,,,,
2001,,,Cassette Single,Value,1989,,,,,1989,1989,,,,,,,,,,,
2000,,,Cassette Single,Value,1989,,,,,1989,1989,,,,,,,,,,,
1999,,,Cassette Single,Value,1989,,,,,1989,1989,,,,,,,,,,,
1998,,,Cassette Single,Value,1989,,,,,1989,1989,,,,,,,,,,,
1997,,,Cassette Single,Value,1989,,,,,1989,1989,,,,,,,,,,,
1996,,,Cassette Single,Value,1989,,,,,1989,1989,,,,,,,,,,,
1995,,,Cassette Single,Value,1989,,,,,1989,1989,,,,,,,,,,,
1994,,,Cassette Single,Value,1989,,,,,1989,1989,,,,,,,,,,,
1993,,,Cassette Single,Value,1989,,,,,1989,1989,,,,,,,,,,,
1992,,,Cassette Single,Value,1989,,,,,1989,1989,,,,,,,,,,,
1991,,,Cassette Single,Value,1989,,,,,1989,1989,,,,,,,,,,,
1990,,,Cassette Single,Value,1989,a decrease of,-100.0%,,,1989,1989,,,(a decrease of of -100.0% vs. the prior year),,,,-100%,,,,
1989,,,Cassette Single,Value,1989,,,,$194.6M,1989,1989,$6.6B,,,,$6580.2B,1989,,2.957356919%,194.6,194.6,1989
1988,,,Cassette Single,Value,1989,,,,,1989,1989,,,,,,,,,,,
1987,,,Cassette Single,Value,1989,,,,,1989,1989,,,,,,,,,,,
1986,,,Cassette Single,Value,1989,,,,,1989,1989,,,,,,,,,,,
1985,,,Cassette Single,Value,1989,,,,,1989,1989,,,,,,,,,,,
1984,,,Cassette Single,Value,1989,,,,,1989,1989,,,,,,,,,,,
1983,,,Cassette Single,Value,1989,,,,,1989,1989,,,,,,,,,,,
1982,,,Cassette Single,Value,1989,,,,,1989,1989,,,,,,,,,,,
1981,,,Cassette Single,Value,1989,,,,,1989,1989,,,,,,,,,,,
1980,,,Cassette Single,Value,1989,,,,,1989,1989,,,,,,,,,,,
1979,,,Cassette Single,Value,1989,,,,,1989,1989,,,,,,,,,,,
1978,,,Cassette Single,Value,1989,,,,,1989,1989,,,,,,,,,,,
1977,,,Cassette Single,Value,1989,,,,,1989,1989,,,,,,,,,,,
1976,,,Cassette Single,Value,1989,,,,,1989,1989,,,,,,,,,,,
1975,,,Cassette Single,Value,1989,,,,,1989,1989,,,,,,,,,,,
1974,,,Cassette Single,Value,1989,,,,,1989,1989,,,,,,,,,,,
1973,,,Cassette Single,Value,1989,,,,,1989,1989,,,,,,,,,,,
2020,,,Cassette Single,Value,1988,,,,,1988,1988,,,,,,,,,,,
2019,,,Cassette Single,Value,1988,,,,,1988,1988,,,,,,,,,,,
2018,,,Cassette Single,Value,1988,,,,,1988,1988,,,,,,,,,,,
2017,,,Cassette Single,Value,1988,,,,,1988,1988,,,,,,,,,,,
2016,,,Cassette Single,Value,1988,,,,,1988,1988,,,,,,,,,,,
2015,,,Cassette Single,Value,1988,,,,,1988,1988,,,,,,,,,,,
2014,,,Cassette Single,Value,1988,,,,,1988,1988,,,,,,,,,,,
2013,,,Cassette Single,Value,1988,,,,,1988,1988,,,,,,,,,,,
2012,,,Cassette Single,Value,1988,,,,,1988,1988,,,,,,,,,,,
2011,,,Cassette Single,Value,1988,,,,,1988,1988,,,,,,,,,,,
2010,,,Cassette Single,Value,1988,,,,,1988,1988,,,,,,,,,,,
2009,,,Cassette Single,Value,1988,,,,,1988,1988,,,,,,,,,,,
2008,,,Cassette Single,Value,1988,,,,,1988,1988,,,,,,,,,,,
2007,,,Cassette Single,Value,1988,,,,,1988,1988,,,,,,,,,,,
2006,,,Cassette Single,Value,1988,,,,,1988,1988,,,,,,,,,,,
2005,,,Cassette Single,Value,1988,,,,,1988,1988,,,,,,,,,,,
2004,,,Cassette Single,Value,1988,,,,,1988,1988,,,,,,,,,,,
2003,,,Cassette Single,Value,1988,,,,,1988,1988,,,,,,,,,,,
